name,category,lat,lon,district,street,price,popularity,characteristic,region
Panasonic,electronics_store,1.3056894,103.8311232,ORCHARD,Orchard Road,22.53 - 30.69,3,"#retail, #shopping",CENTRAL
Apple Store,electronics_store,1.3027701,103.8364643,ORCHARD,Orchard Road,23.00 - 32.26,3,"#retail, #shopping",CENTRAL
Harvey Norman,electronics_store,1.2948918,103.8603289,DOWNTOWN CORE,Temasek Boulevard,29.14 - 34.91,4,"#retail, #shopping",CENTRAL
Courts,electronics_store,1.3506308,103.8720265,SERANGOON,Serangoon Central,22.51 - 30.23,5,"#retail, #shopping",NORTH-EAST
Blinker Electrical,electronics_store,1.3711144,103.8564026,ANG MO KIO,Ang Mo Kio Avenue 10,28.00 - 36.03,4,"#retail, #shopping",NORTH-EAST
Best Denki,electronics_store,1.2914066,103.8494056,DOWNTOWN CORE,North Bridge Road,12.91 - 19.85,1,"#retail, #shopping",CENTRAL
Gain City Megastore,electronics_store,1.4127654,103.7457526,SUNGEI KADUT,Sungei Kadut Drive,23.60 - 33.05,4,"#retail, #shopping",NORTH
Best Denki,electronics_store,1.3022447,103.8352602,ORCHARD,Orchard Road,29.02 - 34.84,5,"#retail, #shopping",CENTRAL
Mecha Store,electronics_store,1.2805538,103.8470057,OUTRAM,Amoy Street,23.62 - 33.62,5,"#retail, #shopping",CENTRAL
Courts,electronics_store,1.3525313,103.9450505,TAMPINES,Tampines Central 5,26.59 - 34.14,1,"#retail, #shopping",EAST
Courts,electronics_store,1.3854394,103.7447255,CHOA CHU KANG,Choa Chu Kang Avenue 4,21.99 - 31.39,5,"#retail, #shopping",WEST
novita,electronics_store,1.2996054,103.8453388,MUSEUM,Orchard Road,13.18 - 19.00,2,"#retail, #shopping",CENTRAL
The Digital Gadgets,electronics_store,1.3578601,103.9872299,CHANGI,Airport Boulevard,23.07 - 31.22,2,"#retail, #shopping",EAST
Dyson Demo Store - Beauty Lab Funan,electronics_store,1.2915095,103.8499314,DOWNTOWN CORE,Funan,19.79 - 28.50,3,"#retail, #shopping",CENTRAL
BEST Denki,electronics_store,1.2999529,103.8454722,MUSEUM,Orchard Road,25.21 - 34.24,1,"#retail, #shopping",CENTRAL
Sony,electronics_store,1.350148,103.8731546,SERANGOON,Serangoon Central,24.69 - 29.86,1,"#retail, #shopping",NORTH-EAST
Challenger Mini,electronics_store,1.372315,103.9495516,PASIR RIS,Pasir Ris Central Street 3,14.80 - 22.02,2,"#retail, #shopping",EAST
Courts,electronics_store,1.4361289,103.7858214,WOODLANDS,Woodlands Square,29.75 - 37.70,2,"#retail, #shopping",NORTH
Courts Nojima,electronics_store,1.3024026,103.8372262,ORCHARD,Orchard Road The Heeren,12.03 - 19.91,1,"#retail, #shopping",CENTRAL
Challenger (Flagship B1),electronics_store,1.2990161,103.8556406,DOWNTOWN CORE,Bugis Junction,23.02 - 32.18,2,"#retail, #shopping",CENTRAL
Challenger,electronics_store,1.3743548,103.948656,PASIR RIS,Pasir Ris Central,25.28 - 35.11,1,"#retail, #shopping",EAST
Gadget Mix,electronics_store,1.3738514,103.9488011,PASIR RIS,Pasir Ris Central,11.62 - 18.50,5,"#retail, #shopping",EAST
Samsung,electronics_store,1.3342004,103.7430658,JURONG EAST,Westgate,27.05 - 36.38,2,"#retail, #shopping",WEST
Harvey Norman,electronics_store,1.3342379,103.7428619,JURONG EAST,Westgate,11.17 - 18.27,4,"#retail, #shopping",WEST
iStudio,electronics_store,1.3033118,103.8357536,ORCHARD,Paragon,14.42 - 22.26,1,"#retail, #shopping",CENTRAL
Stryv,electronics_store,1.3723719,103.9499496,PASIR RIS,Pasir Ris Central Street 3,10.46 - 17.40,1,"#retail, #shopping",EAST
Courts Megastore,electronics_store,1.3736244,103.933849,TAMPINES,Tampines North Drive 2,23.83 - 31.76,1,"#retail, #shopping",EAST
Samsung,electronics_store,1.2833132,103.8496348,DOWNTOWN CORE,Church Street,17.57 - 25.00,1,"#retail, #shopping",CENTRAL
Apple Store,electronics_store,1.3605191,103.9896098,CHANGI,78 Airport Boulevard,24.15 - 33.38,4,"#retail, #shopping",EAST
Apple Marina Bay Sands,electronics_store,1.2833304,103.8575713,DOWNTOWN CORE,Bayfront Avenue,15.16 - 20.19,3,"#retail, #shopping",CENTRAL
ANK (ANK Jewellery Pte Ltd),clothing_store,1.3008042,103.839819,ORCHARD,Orchard Road,22.15 - 28.93,4,"#retail, #shopping",CENTRAL
Uniqlo,clothing_store,1.2997441,103.8545944,ROCHOR,Victoria Street,11.26 - 17.81,1,"#retail, #shopping",CENTRAL
Chantique the Bridal Gallery,clothing_store,1.3132732,103.8995517,GEYLANG,Joo Chiat Road,13.65 - 19.22,5,"#retail, #shopping",CENTRAL
Nora Apparel,clothing_store,1.3155267,103.8979343,GEYLANG,Joo Chiat Road,24.17 - 32.88,3,"#retail, #shopping",CENTRAL
Hugo Boss,clothing_store,1.3025699,103.8352367,ORCHARD,Orchard Road,12.73 - 18.64,2,"#retail, #shopping",CENTRAL
Hugo Boss,clothing_store,1.3021141,103.8364719,ORCHARD,Orchard Road,29.42 - 35.64,3,"#retail, #shopping",CENTRAL
My-thology,clothing_store,1.2818114,103.8456323,OUTRAM,Club Street,27.90 - 33.25,4,"#retail, #shopping",CENTRAL
Truefitt & Hill,clothing_store,1.281263,103.8457178,OUTRAM,Ann Siang Road,18.38 - 24.21,5,"#retail, #shopping",CENTRAL
Happy Harrys Tailor,clothing_store,1.2821931,103.8451183,OUTRAM,South Bridge Road,27.28 - 35.52,5,"#retail, #shopping",CENTRAL
La Belle Couture,clothing_store,1.2777051,103.8437264,OUTRAM,Tanjong Pagar Road,16.10 - 22.33,5,"#retail, #shopping",CENTRAL
Costumes n Parties,clothing_store,1.2764139,103.8357137,BUKIT MERAH,Kampong Bahru Road,21.16 - 27.29,3,"#retail, #shopping",CENTRAL
Outside,clothing_store,1.3014408,103.8582149,ROCHOR,North Bridge Road,16.74 - 24.25,5,"#retail, #shopping",CENTRAL
Timberland,clothing_store,1.3011749,103.8385492,ORCHARD,Somerset Road,11.76 - 19.75,3,"#retail, #shopping",CENTRAL
The Shop with No Name,clothing_store,1.3145785,103.8918635,GEYLANG,Guillemard Road,14.85 - 23.49,3,"#retail, #shopping",CENTRAL
Lyznco,clothing_store,1.3149192,103.8983926,GEYLANG,Joo Chiat Road,25.84 - 30.92,5,"#retail, #shopping",CENTRAL
Syraskins,clothing_store,1.3143056,103.898977,GEYLANG,Joo Chiat Road,12.07 - 19.61,1,"#retail, #shopping",CENTRAL
Universal Traveller,clothing_store,1.335518,103.9087257,BEDOK,Kaki Bukit Avenue 1,16.88 - 26.25,4,"#retail, #shopping",EAST
SoonSoon.com,clothing_store,1.3319238,103.8917304,GEYLANG,Ubi Road 1,26.99 - 35.57,1,"#retail, #shopping",CENTRAL
Rouge,clothing_store,1.3051799,103.8110439,TANGLIN,Dempsey Road,28.35 - 34.93,5,"#retail, #shopping",CENTRAL
Oxford Tailor,clothing_store,1.284215,103.8480634,OUTRAM,China Street,23.01 - 30.91,5,"#retail, #shopping",CENTRAL
Sulwhasoo,clothing_store,1.2936208,103.8517597,DOWNTOWN CORE,Stamford Road,22.20 - 29.25,4,"#retail, #shopping",CENTRAL
Baleno Outlet,clothing_store,1.3009066,103.8554277,ROCHOR,Rochor Road,23.81 - 32.21,4,"#retail, #shopping",CENTRAL
Bolon,clothing_store,1.3010684,103.8588373,ROCHOR,Haji Lane,27.11 - 35.74,4,"#retail, #shopping",CENTRAL
Eleganz,clothing_store,1.301119,103.8593458,ROCHOR,Arab Street,27.32 - 36.59,4,"#retail, #shopping",CENTRAL
Fashion One,clothing_store,1.3016194,103.85894,ROCHOR,Arab Street,12.29 - 18.70,2,"#retail, #shopping",CENTRAL
Princess,clothing_store,1.3017474,103.858822,ROCHOR,Arab Street,28.17 - 35.19,1,"#retail, #shopping",CENTRAL
Osman,clothing_store,1.3018804,103.8587222,ROCHOR,Arab Street,15.44 - 20.93,3,"#retail, #shopping",CENTRAL
Venge,clothing_store,1.3010258,103.8588661,ROCHOR,Haji Lane,23.76 - 33.20,1,"#retail, #shopping",CENTRAL
Rod Jrud,clothing_store,1.3010793,103.8592057,ROCHOR,Arab Street,24.78 - 34.72,4,"#retail, #shopping",CENTRAL
Tako Aljunied,clothing_store,1.3014188,103.8589188,ROCHOR,Arab Street,25.16 - 32.68,5,"#retail, #shopping",CENTRAL
Collezione,clothing_store,1.3015702,103.8587921,ROCHOR,Arab Street,22.27 - 27.42,2,"#retail, #shopping",CENTRAL
Basharsil Bros,clothing_store,1.3016133,103.8587464,ROCHOR,Arab Street,28.16 - 37.40,4,"#retail, #shopping",CENTRAL
Alddins Elegance,clothing_store,1.3018486,103.8585439,ROCHOR,Arab Street,20.34 - 27.62,2,"#retail, #shopping",CENTRAL
Zhai,clothing_store,1.3015752,103.8585029,ROCHOR,Haji Lane,16.25 - 21.34,2,"#retail, #shopping",CENTRAL
Time After Time,clothing_store,1.3013121,103.8587054,ROCHOR,Haji Lane,13.67 - 19.21,4,"#retail, #shopping",CENTRAL
Fyza Bollywood Fashion,clothing_store,1.3029902,103.8499189,ROCHOR,Selegie Road,17.74 - 22.94,3,"#retail, #shopping",CENTRAL
Stylemart,clothing_store,1.3030718,103.8499189,ROCHOR,Selegie Road,21.30 - 29.78,3,"#retail, #shopping",CENTRAL
Asian Woman,clothing_store,1.3031395,103.8499213,ROCHOR,Selegie Road,24.68 - 31.74,2,"#retail, #shopping",CENTRAL
Jinders,clothing_store,1.3031978,103.8499306,ROCHOR,Selegie Road,12.26 - 18.23,5,"#retail, #shopping",CENTRAL
Toh Clan General Association,clothing_store,1.3102418,103.8531442,ROCHOR,Kinta Road,24.85 - 31.36,3,"#retail, #shopping",CENTRAL
A1 Fashion,clothing_store,1.3100172,103.8541782,ROCHOR,Serangoon Road,29.45 - 34.69,5,"#retail, #shopping",CENTRAL
Polo Ralph Lauren,clothing_store,1.3060782,103.832122,ORCHARD,Scotts Road,21.74 - 28.67,5,"#retail, #shopping",CENTRAL
Cang-Ai Wedding,clothing_store,1.2777626,103.8437091,OUTRAM,Tanjong Pagar Road,10.57 - 16.20,1,"#retail, #shopping",CENTRAL
Desigual,clothing_store,1.30059,103.8404674,ORCHARD,Orchard Road,29.07 - 35.09,3,"#retail, #shopping",CENTRAL
Haniffa,clothing_store,1.3060988,103.8516771,ROCHOR,Serangoon Road,12.48 - 18.58,2,"#retail, #shopping",CENTRAL
A1 Fashion,clothing_store,1.309117,103.8536512,ROCHOR,Serangoon Road,23.71 - 33.63,4,"#retail, #shopping",CENTRAL
Wonderful Gifts & Costume Jewellery,clothing_store,1.3091598,103.8536637,ROCHOR,Serangoon Road,25.81 - 35.33,2,"#retail, #shopping",CENTRAL
Calvin Klein,clothing_store,1.3062439,103.8288973,ORCHARD,Orchard Road,15.12 - 24.19,4,"#retail, #shopping",CENTRAL
Zara,clothing_store,1.3053186,103.8306721,ORCHARD,Orchard Road,21.38 - 29.21,2,"#retail, #shopping",CENTRAL
Dior,clothing_store,1.3043723,103.8322853,ORCHARD,Orchard Road,24.44 - 33.66,5,"#retail, #shopping",CENTRAL
Tiffany & Co,clothing_store,1.3043808,103.8321447,ORCHARD,Orchard Road,15.50 - 20.69,5,"#retail, #shopping",CENTRAL
Louis Vuitton,clothing_store,1.3043402,103.8324381,ORCHARD,Orchard Road,10.52 - 17.66,5,"#retail, #shopping",CENTRAL
Prada,clothing_store,1.3042427,103.8325926,ORCHARD,Orchard Road,18.59 - 27.13,1,"#retail, #shopping",CENTRAL
Omega,clothing_store,1.3040408,103.8330157,ORCHARD,Orchard Road,13.63 - 21.08,4,"#retail, #shopping",CENTRAL
Louis Vuitton,clothing_store,1.3034264,103.8340907,ORCHARD,Orchard Road,10.21 - 19.64,5,"#retail, #shopping",CENTRAL
Chanel,clothing_store,1.3032717,103.8343926,ORCHARD,Orchard Road,19.56 - 25.95,1,"#retail, #shopping",CENTRAL
Fendi,clothing_store,1.3028316,103.8345276,ORCHARD,Orchard Road,20.36 - 28.69,4,"#retail, #shopping",CENTRAL
Michael Kors,clothing_store,1.3024035,103.8360574,ORCHARD,Orchard Road,24.23 - 30.69,2,"#retail, #shopping",CENTRAL
Max Mara,clothing_store,1.3023261,103.8362482,ORCHARD,Orchard Road,28.48 - 34.42,1,"#retail, #shopping",CENTRAL
Paul Smith,clothing_store,1.3022751,103.8363387,ORCHARD,Orchard Road,27.26 - 33.14,3,"#retail, #shopping",CENTRAL
Victorias Secret,clothing_store,1.3018659,103.8371175,ORCHARD,Orchard Road,21.60 - 30.19,1,"#retail, #shopping",CENTRAL
Franck Muller,clothing_store,1.3037131,103.8335886,ORCHARD,Orchard Road,24.26 - 34.04,1,"#retail, #shopping",CENTRAL
Blancpain,clothing_store,1.3039067,103.8332474,ORCHARD,Orchard Road,20.32 - 25.62,4,"#retail, #shopping",CENTRAL
Omega,clothing_store,1.3043009,103.8324048,ORCHARD,Orchard Road,24.61 - 33.98,2,"#retail, #shopping",CENTRAL
Cartier,clothing_store,1.3043824,103.8319787,ORCHARD,Orchard Road,11.23 - 20.46,3,"#retail, #shopping",CENTRAL
Dolce & Gabbana,clothing_store,1.3043613,103.8316203,ORCHARD,Orchard Road,18.71 - 26.31,5,"#retail, #shopping",CENTRAL
Poh Heng,clothing_store,1.3015967,103.837781,ORCHARD,Orchard Road,27.36 - 33.84,5,"#retail, #shopping",CENTRAL
Zara,clothing_store,1.3014096,103.8381634,ORCHARD,Orchard Road,13.12 - 21.49,1,"#retail, #shopping",CENTRAL
Mouawad,clothing_store,1.3066028,103.8293423,ORCHARD,Orchard Road,17.17 - 22.62,4,"#retail, #shopping",CENTRAL
DeFred,clothing_store,1.3065383,103.8294599,ORCHARD,Orchard Road,10.61 - 20.00,4,"#retail, #shopping",CENTRAL
Breitling,clothing_store,1.3064567,103.8296145,ORCHARD,Orchard Road,18.46 - 23.86,5,"#retail, #shopping",CENTRAL
Prada,clothing_store,1.3034455,103.8352792,ORCHARD,Orchard Road,25.90 - 34.06,3,"#retail, #shopping",CENTRAL
Gucci,clothing_store,1.3031622,103.8357477,ORCHARD,Orchard Road,11.13 - 18.89,2,"#retail, #shopping",CENTRAL
Off White,clothing_store,1.3026731,103.8367458,ORCHARD,Orchard Road,18.76 - 27.90,3,"#retail, #shopping",CENTRAL
Singkiz,clothing_store,1.3919754,103.8948263,SENGKANG,Sengkang Square,21.67 - 31.28,4,"#retail, #shopping",NORTH-EAST
Womb,clothing_store,1.2936498,103.8535316,DOWNTOWN CORE,North Bridge Road,16.46 - 21.97,1,"#retail, #shopping",CENTRAL
New2U second hand thrift shop,clothing_store,1.2995372,103.8516968,ROCHOR,Waterloo Street,10.06 - 15.24,1,"#retail, #shopping",CENTRAL
Zara,clothing_store,1.3040696,103.8318599,ORCHARD,Orchard Turn,24.62 - 34.40,4,"#retail, #shopping",CENTRAL
Cotton On,clothing_store,1.3506366,103.8718486,SERANGOON,Serangoon Central,18.83 - 25.24,1,"#retail, #shopping",NORTH-EAST
Cotton On,clothing_store,1.3007027,103.8448066,MUSEUM,Orchard Road,23.02 - 31.24,1,"#retail, #shopping",CENTRAL
Cotton On,clothing_store,1.3027984,103.8738064,KALLANG,1 Stadium Pl,16.72 - 22.93,1,"#retail, #shopping",CENTRAL
Cotton On,clothing_store,1.3338009,103.743786,JURONG EAST,Jurong Gateway Road,20.57 - 26.11,1,"#retail, #shopping",WEST
Cotton On,clothing_store,1.3177171,103.8930909,GEYLANG,Paya Lebar Road,25.67 - 33.87,4,"#retail, #shopping",CENTRAL
Mango,clothing_store,1.2942297,103.8531897,DOWNTOWN CORE,North Bridge Rd,11.65 - 18.60,1,"#retail, #shopping",CENTRAL
Mango,clothing_store,1.3009752,103.8385831,ORCHARD,Orchard Road,23.19 - 29.44,5,"#retail, #shopping",CENTRAL
Louis Vuitton,clothing_store,1.2851936,103.8585395,DOWNTOWN CORE,Bayfront Avenue,20.49 - 30.14,2,"#retail, #shopping",CENTRAL
Massimo Dutti,clothing_store,1.2914334,103.857468,DOWNTOWN CORE,Raffles Boulevard,16.80 - 23.71,5,"#retail, #shopping",CENTRAL
Lumine,clothing_store,1.2937799,103.8525229,DOWNTOWN CORE,North Bridge Road,22.10 - 28.71,2,"#retail, #shopping",CENTRAL
Velo Velo Singapore,clothing_store,1.3595922,103.8338723,BISHAN,Sin Ming Lane,23.42 - 33.34,2,"#retail, #shopping",CENTRAL
Giordano,clothing_store,1.3725796,103.9495128,PASIR RIS,Pasir Ris Central Street 3,12.62 - 19.32,4,"#retail, #shopping",EAST
Dakshaini Silks,clothing_store,1.3065016,103.8524772,ROCHOR,Upper Dickson Road,10.57 - 18.12,5,"#retail, #shopping",CENTRAL
Dhawals,clothing_store,1.3065323,103.8524065,ROCHOR,Upper Dickson Road,21.49 - 27.90,3,"#retail, #shopping",CENTRAL
Young Studio,clothing_store,1.2843072,103.8511428,DOWNTOWN CORE,Raffles Place,28.56 - 34.03,1,"#retail, #shopping",CENTRAL
Zegna,clothing_store,1.3038771,103.8356467,ORCHARD,Orchard Road Paragon,15.57 - 25.25,4,"#retail, #shopping",CENTRAL
Puma,clothing_store,1.3012038,103.8386087,ORCHARD,Orchard Road 313 Somerset,12.23 - 17.72,2,"#retail, #shopping",CENTRAL
Vico Bridal,clothing_store,1.3433256,103.8851591,HOUGANG,New Industrial Road,12.92 - 21.16,5,"#retail, #shopping",NORTH-EAST
Killaz,clothing_store,1.3052776,103.8570723,ROCHOR,Jalan Besar,26.77 - 32.22,3,"#retail, #shopping",CENTRAL
Wellie Batik Fashions,clothing_store,1.3104761,103.7955037,QUEENSTOWN,Holland Avenue,28.69 - 36.16,4,"#retail, #shopping",CENTRAL
Singapore Ixora,clothing_store,1.3225904,103.8143981,TANGLIN,Cluny Court,14.29 - 19.85,1,"#retail, #shopping",CENTRAL
Pas Normal Studios Singapore,clothing_store,1.2912519,103.8504461,DOWNTOWN CORE,North Bridge Road,24.08 - 31.24,3,"#retail, #shopping",CENTRAL
Refash,clothing_store,1.2735669,103.8016086,QUEENSTOWN,Alexandra Road,19.84 - 28.60,1,"#retail, #shopping",CENTRAL
Kawata,clothing_store,1.2736531,103.8016299,QUEENSTOWN,Alexandra Road,20.29 - 28.11,4,"#retail, #shopping",CENTRAL
Ricoamona Bridal,clothing_store,1.2876075,103.847516,SINGAPORE RIVER,Hong Kong Street,29.22 - 35.08,4,"#retail, #shopping",CENTRAL
ANTA,clothing_store,1.3734133,103.9485081,PASIR RIS,Pasir Ris Central,11.74 - 18.25,4,"#retail, #shopping",EAST
Beyond 9 to 5,clothing_store,1.3737955,103.9486583,PASIR RIS,Pasir Ris Central,21.90 - 29.96,3,"#retail, #shopping",EAST
LALU,clothing_store,1.3738979,103.9486685,PASIR RIS,Pasir Ris Central,14.94 - 20.82,5,"#retail, #shopping",EAST
Pierre Cardin Lingerie & Energized,clothing_store,1.373394,103.9487063,PASIR RIS,Pasir Ris Central,18.72 - 25.33,2,"#retail, #shopping",EAST
The Underground,clothing_store,1.3734948,103.9485147,PASIR RIS,Pasir Ris Central,20.17 - 29.68,3,"#retail, #shopping",EAST
Uniqlo,clothing_store,1.3740297,103.9488509,PASIR RIS,Pasir Ris Central,12.53 - 18.09,4,"#retail, #shopping",EAST
Young Hearts,clothing_store,1.3734856,103.9487662,PASIR RIS,Pasir Ris Central,25.85 - 30.88,5,"#retail, #shopping",EAST
Snooze,clothing_store,1.3024915,103.858109,ROCHOR,Arab Street,13.09 - 20.44,3,"#retail, #shopping",CENTRAL
Dream Works Wedding Dress Studio,clothing_store,1.3043895,103.8602864,ROCHOR,Jalan Sultan,16.56 - 24.24,2,"#retail, #shopping",CENTRAL
Refash,clothing_store,1.2993151,103.8553566,DOWNTOWN CORE,Victoria Street,10.16 - 16.03,4,"#retail, #shopping",CENTRAL
JUBA,clothing_store,1.2891361,103.8470098,SINGAPORE RIVER,Clarke Quay Central,27.12 - 35.74,1,"#retail, #shopping",CENTRAL
Monoloq,clothing_store,1.2892194,103.8467539,SINGAPORE RIVER,Clarke Quay Central,16.02 - 24.36,3,"#retail, #shopping",CENTRAL
Refash,clothing_store,1.3343009,103.7426517,JURONG EAST,Westgate,15.35 - 22.64,4,"#retail, #shopping",WEST
Tommy Hilfiger,clothing_store,1.3345248,103.7430188,JURONG EAST,Westgate,15.20 - 21.22,4,"#retail, #shopping",WEST
Levis,clothing_store,1.4294067,103.8364067,YISHUN,Northpoint City,28.95 - 35.07,2,"#retail, #shopping",NORTH
G2000,clothing_store,1.317714,103.89274,GEYLANG,PLQ Mall,12.25 - 20.92,4,"#retail, #shopping",CENTRAL
TRT,clothing_store,1.3174638,103.8929499,GEYLANG,PLQ Mall,22.94 - 31.51,5,"#retail, #shopping",CENTRAL
G2000,clothing_store,1.3541003,103.9449858,TAMPINES,Tampines 1,13.96 - 23.60,1,"#retail, #shopping",EAST
Playdress,clothing_store,1.3542904,103.945171,TAMPINES,Tampines 1,17.56 - 26.86,1,"#retail, #shopping",EAST
Refash,clothing_store,1.3542874,103.9451479,TAMPINES,Tampines 1,13.00 - 18.92,4,"#retail, #shopping",EAST
The Closet Lover,clothing_store,1.354215,103.945169,TAMPINES,Tampines 1,17.48 - 26.42,4,"#retail, #shopping",EAST
The Editors Market,clothing_store,1.3542451,103.9451358,TAMPINES,Tampines 1,22.30 - 29.40,3,"#retail, #shopping",EAST
Bega,clothing_store,1.3524224,103.9438903,TAMPINES,Century Square,23.42 - 30.54,5,"#retail, #shopping",EAST
Giordano,clothing_store,1.3735351,103.9485611,PASIR RIS,Pasir Ris Central,17.36 - 26.69,4,"#retail, #shopping",EAST
Bega,clothing_store,1.372522,103.9494609,PASIR RIS,Pasir Ris Central Street 3,21.94 - 31.58,3,"#retail, #shopping",EAST
Crocodile,clothing_store,1.372303,103.9495129,PASIR RIS,Pasir Ris Central Street 3,10.37 - 19.79,5,"#retail, #shopping",EAST
Sorella,clothing_store,1.3725968,103.9496151,PASIR RIS,Pasir Ris Central Street 3,12.37 - 22.25,4,"#retail, #shopping",EAST
Surfers Paradise,clothing_store,1.3722927,103.9495475,PASIR RIS,Pasir Ris Central Street 3,27.41 - 36.25,4,"#retail, #shopping",EAST
Tokyo Zone 1945,clothing_store,1.3725112,103.9496252,PASIR RIS,Pasir Ris Central Street 3,17.63 - 26.21,1,"#retail, #shopping",EAST
Vita Fashion,clothing_store,1.3073566,103.852165,ROCHOR,Serangoon Road,21.80 - 27.73,4,"#retail, #shopping",CENTRAL
Classik M,clothing_store,1.307439,103.8522192,ROCHOR,Serangoon Road,18.25 - 24.41,2,"#retail, #shopping",CENTRAL
Aladdins,clothing_store,1.3074947,103.8522559,ROCHOR,Serangoon Road,23.37 - 29.24,1,"#retail, #shopping",CENTRAL
Ragan Video & Fashion,clothing_store,1.3073573,103.8525889,ROCHOR,Serangoon Road,11.87 - 21.06,5,"#retail, #shopping",CENTRAL
J & J,clothing_store,1.3074679,103.8526541,ROCHOR,Serangoon Road,10.52 - 18.76,4,"#retail, #shopping",CENTRAL
Disas Fashion,clothing_store,1.3085581,103.8533533,ROCHOR,Serangoon Road,12.67 - 19.13,2,"#retail, #shopping",CENTRAL
Chong AIK,clothing_store,1.3091721,103.8547146,ROCHOR,Desker Road,25.12 - 31.67,5,"#retail, #shopping",CENTRAL
Chong AIK,clothing_store,1.3092888,103.8551283,ROCHOR,Desker Road,14.64 - 23.57,4,"#retail, #shopping",CENTRAL
Nana & Bird,clothing_store,1.2823461,103.8303974,BUKIT MERAH,Yong Siak Street,19.29 - 25.01,5,"#retail, #shopping",CENTRAL
Michael Trio,jewelry_store,1.2775969,103.8437183,OUTRAM,Tanjong Pagar Road,13.77 - 23.65,3,"#retail, #shopping",CENTRAL
Chakra,jewelry_store,1.2785956,103.8437938,OUTRAM,Tanjong Pagar Road,13.97 - 22.19,5,"#retail, #shopping",CENTRAL
Vivo Diamonds,jewelry_store,1.2784567,103.8439393,OUTRAM,Tanjong Pagar Road,19.09 - 26.43,1,"#retail, #shopping",CENTRAL
Beads etc,jewelry_store,1.3010039,103.8389151,ORCHARD,Orchard Road,20.56 - 27.59,4,"#retail, #shopping",CENTRAL
1st Jewellery,jewelry_store,1.3122859,103.8779112,GEYLANG,Geylang Road,15.20 - 24.53,4,"#retail, #shopping",CENTRAL
Kedai Emas Kampong Melayu,jewelry_store,1.3150425,103.8982985,GEYLANG,Joo Chiat Road,28.53 - 38.20,4,"#retail, #shopping",CENTRAL
Diamond Industries,jewelry_store,1.3244117,103.8093905,BUKIT TIMAH,Bukit Timah Road,19.84 - 25.33,1,"#retail, #shopping",CENTRAL
Chan Foon Jade & Jewellery,jewelry_store,1.2824838,103.8455343,OUTRAM,South Bridge Road,13.63 - 21.57,4,"#retail, #shopping",CENTRAL
On Cheong,jewelry_store,1.2823636,103.845468,OUTRAM,South Bridge Road,19.81 - 24.92,4,"#retail, #shopping",CENTRAL
Jewellery City Co. Pte Ltd,jewelry_store,1.2908759,103.8255655,BUKIT MERAH,Delta Road,14.73 - 20.77,4,"#retail, #shopping",CENTRAL
Autium Jewellery,jewelry_store,1.296158,103.8303068,RIVER VALLEY,Hoot Kiam Road,16.72 - 23.99,4,"#retail, #shopping",CENTRAL
Meena,jewelry_store,1.306551,103.8519307,ROCHOR,Serangoon Road,29.27 - 38.78,4,"#retail, #shopping",CENTRAL
MKM,jewelry_store,1.3067301,103.8521038,ROCHOR,Serangoon Road,14.62 - 22.76,2,"#retail, #shopping",CENTRAL
A. R. Jewellers,jewelry_store,1.3070439,103.8523106,ROCHOR,Serangoon Road,10.49 - 19.22,5,"#retail, #shopping",CENTRAL
Gold & Silver,jewelry_store,1.2989504,103.8466044,MUSEUM,Orchard Road,18.38 - 24.56,4,"#retail, #shopping",CENTRAL
Merlin Goldsmith,jewelry_store,1.3064609,103.8516566,ROCHOR,Serangoon Road,17.97 - 27.60,5,"#luxury, #shopping",CENTRAL
Satya Jewellery,jewelry_store,1.3065469,103.8517114,ROCHOR,Serangoon Road,18.93 - 24.96,3,"#retail, #shopping",CENTRAL
Abbirame,jewelry_store,1.3070902,103.8521312,ROCHOR,Serangoon Road,18.54 - 27.70,3,"#retail, #shopping",CENTRAL
Cartier,jewelry_store,1.3026815,103.8347892,ORCHARD,Orchard Road,14.99 - 22.22,4,"#retail, #shopping",CENTRAL
Swarovski,jewelry_store,1.3013554,103.838299,ORCHARD,Orchard Road 313 Somerset,16.51 - 21.61,5,"#luxury, #shopping",CENTRAL
MB Jewellery,jewelry_store,1.3067677,103.82903,ORCHARD,Orchard Road,14.70 - 20.40,5,"#retail, #shopping",CENTRAL
Aladdins,jewelry_store,1.3064839,103.8525095,ROCHOR,Upper Dickson Road,13.28 - 20.17,5,"#retail, #shopping",CENTRAL
BullionStar,jewelry_store,1.2882952,103.847127,SINGAPORE RIVER,New Bridge Road,19.11 - 26.38,1,"#retail, #shopping",CENTRAL
Anemani,jewelry_store,1.3068607,103.8518943,ROCHOR,Serangoon Road,13.27 - 19.70,1,"#retail, #shopping",CENTRAL
Poh Kim Diamond & Gem,jewelry_store,1.2808083,103.8224616,BUKIT MERAH,Lower Delta Road,14.49 - 20.34,1,"#retail, #shopping",CENTRAL
Creative Jewellery Studio (CJS),jewelry_store,1.2989381,103.8530949,ROCHOR,Middle Road,11.79 - 20.33,1,"#luxury, #shopping",CENTRAL
Ani Mani,jewelry_store,1.3064263,103.8516285,ROCHOR,Serangoon Road,22.81 - 30.67,1,"#retail, #shopping",CENTRAL
Goldheart Jewelry,jewelry_store,1.3733849,103.9485802,PASIR RIS,Pasir Ris Central,17.71 - 25.10,2,"#retail, #shopping",EAST
