name,category,lat,lon,brand,address,website,phone,district,street,price,popularity,characteristic
Cotton On,clothing_store,1.3007027,103.8448066,Cotton On,Orchard Road,,,MUSEUM,Orchard Road,23.02 - 31.24,1,"#retail, #shopping"
Cotton On,clothing_store,1.2889602,103.8053924,Cotton On,"370 Alexandra Rd, Anchorpoint Shopping Centre",,,QUEENSTOWN,370 Alexandra Rd,21.81 - 30.67,4,"#retail, #shopping"
Cotton On,clothing_store,1.3149326,103.7643456,Cotton On,"3155 Commonwealth Ave West, Clementi Mall",,,CLEMENTI,3155 Commonwealth Ave West,16.01 - 21.68,3,"#retail, #shopping"
Cotton On,clothing_store,1.3027984,103.8738064,Cotton On,1 Stadium Pl,,,KALLANG,1 Stadium Pl,16.72 - 22.93,1,"#retail, #shopping"
Cotton On,clothing_store,1.2944173,103.8580365,Cotton On,"3 Temasek Boulevard, Suntec City Mall",,,DOWNTOWN CORE,3 Temasek Boulevard,28.23 - 36.39,4,"#retail, #shopping"
Cotton On,clothing_store,1.334612,103.7472022,,"2 Jurong East Street 21,  IMM",,,JURONG EAST,2 Jurong East Street 21,12.21 - 19.85,1,"#retail, #shopping"
Cotton On,clothing_store,1.3338009,103.743786,Cotton On,Jurong Gateway Road,,,JURONG EAST,Jurong Gateway Road,20.57 - 26.11,1,"#retail, #shopping"
Cotton On,clothing_store,1.372448,103.8938172,Cotton On,"90 Hougang Ave 10, Hougang Mall",,,HOUGANG,90 Hougang Ave 10,15.25 - 24.83,3,"#retail, #shopping"
Cotton On,clothing_store,1.3003201,103.8559645,Cotton On,"200 Victoria St, Bugis Junction",,,DOWNTOWN CORE,200 Victoria St,23.88 - 28.96,5,"#retail, #shopping"
Cotton On,clothing_store,1.324722,103.9291646,Cotton On,"311 New Upper Changi Rd, Bedok Mall",,,BEDOK,311 New Upper Changi Rd,18.56 - 24.33,5,"#retail, #shopping"
Cotton On,clothing_store,1.4293786,103.8366326,,"930 Yishun Ave 2, Northpoint City North Wing",,,YISHUN,930 Yishun Ave 2,17.54 - 24.43,1,"#retail, #shopping"
Cotton On,clothing_store,1.2638802,103.8234923,Cotton On,"1 Harbourfront Walk Shop, Vivo City",,,BUKIT MERAH,1 Harbourfront Walk Shop,10.92 - 18.19,2,"#retail, #shopping"
Cotton On,clothing_store,1.3177171,103.8930909,Cotton On,Paya Lebar Road,,,GEYLANG,Paya Lebar Road,25.67 - 33.87,4,"#retail, #shopping"
Cotton On,clothing_store,1.4416449,103.8247022,,"604 Sembawang Rd, Sembawang Shopping Centre",,,SEMBAWANG,604 Sembawang Rd,11.66 - 19.71,2,"#retail, #shopping"
Cotton On,clothing_store,1.3345117,103.9622433,Cotton On,"5 Changi Business Park Central 1, Changi City Point",,,TAMPINES,5 Changi Business Park Central 1,17.32 - 25.33,1,"#retail, #shopping"
Cotton On,clothing_store,1.3526449,103.9447296,Cotton On,"4 Tampines Central 5, Tampines Mall",,,TAMPINES,4 Tampines Central 5,29.14 - 37.31,1,"#retail, #shopping"
Cotton On,clothing_store,1.4363563,103.7859309,Cotton On,"1 Woodlands Square, Causeway Point",,,WOODLANDS,1 Woodlands Square,22.96 - 30.30,1,"#retail, #shopping"
Mango,clothing_store,1.2942297,103.8531897,Mango,North Bridge Rd,,,DOWNTOWN CORE,North Bridge Rd,11.65 - 18.60,1,"#retail, #shopping"
Mango,clothing_store,1.3009752,103.8385831,Mango,Orchard Road,,,ORCHARD,Orchard Road,23.19 - 29.44,5,"#retail, #shopping"
Mango,clothing_store,1.3504798,103.8722764,Mango,"Serangoon Central, Isetan-Nex Mall",,,SERANGOON,Serangoon Central,20.10 - 25.19,1,"#retail, #shopping"
Mango,clothing_store,1.3056034,103.8316442,Mango,"Orchard Road, Isetan, Shaw Centre",,,ORCHARD,Orchard Road,11.56 - 18.89,5,"#retail, #shopping"
Mango,clothing_store,1.3043469,103.8321857,Mango,"2 Orchard Turn, Ion Orchard",,,ORCHARD,2 Orchard Turn,29.63 - 37.06,5,"#retail, #shopping"
Mango,clothing_store,1.3524331,103.945137,Mango,"4 Tampines Central 5, Tampines Mall",,,TAMPINES,4 Tampines Central 5,24.82 - 30.60,1,"#retail, #shopping"
Mango,clothing_store,1.3029159,103.8344782,Mango,"391 Orchard Road, Takashimaya Shopping Centre,",,,ORCHARD,391 Orchard Road,17.19 - 24.26,3,"#retail, #shopping"
Mango,clothing_store,1.2992239,103.8551599,Mango,"200 Victoria Street, Bugis Junction",,,DOWNTOWN CORE,200 Victoria Street,20.46 - 28.42,4,"#retail, #shopping"
Mango,clothing_store,1.2641524,103.8230259,Mango,"1 Harbourfront Walk, VivoCity",,,BUKIT MERAH,1 Harbourfront Walk,17.64 - 26.43,2,"#retail, #shopping"
Mango,clothing_store,1.3039419,103.833092,Mango,"Orchard Rd, Isetan Orchard-Wisma Atria",,,ORCHARD,Orchard Rd,24.27 - 31.43,5,"#retail, #shopping"
Cotton On,clothing_store,1.3009722,103.9059764,Cotton On,"80 Marine Parade Rd, Parkway Parade",,,MARINE PARADE,80 Marine Parade Rd,19.05 - 29.01,3,"#retail, #shopping"
Cotton On,clothing_store,1.3009722,103.9059764,Cotton On,"80 Marine Parade Rd, Parkway Parade",,,MARINE PARADE,80 Marine Parade Rd,28.20 - 34.61,1,"#retail, #shopping"
Mango,clothing_store,1.3017364,103.9046236,Mango,"Marine Parade Rd, Isetan, Parkway Parade",,,MARINE PARADE,Marine Parade Rd,18.08 - 27.57,1,"#retail, #shopping"
Cotton On,clothing_store,1.3009722,103.9059764,Cotton On,"80 Marine Parade Rd, Parkway Parade",,,MARINE PARADE,80 Marine Parade Rd,25.40 - 33.20,5,"#retail, #shopping"
Mango,clothing_store,1.3017364,103.9046236,Mango,"Marine Parade Rd, Isetan, Parkway Parade",,,MARINE PARADE,Marine Parade Rd,16.37 - 23.08,1,"#retail, #shopping"
Louis Vuitton,clothing_store,1.2851936,103.8585395,Louis Vuitton,Bayfront Avenue,https://eu.louisvuitton.com/,,DOWNTOWN CORE,Bayfront Avenue,20.49 - 30.14,2,"#retail, #shopping"
Massimo Dutti,clothing_store,1.2914334,103.857468,Massimo Dutti,Raffles Boulevard,,+65 6337 6088,DOWNTOWN CORE,Raffles Boulevard,16.80 - 23.71,5,"#retail, #shopping"
Lumine,clothing_store,1.2937799,103.8525229,,North Bridge Road,https://www.lumine.ne.jp/english/singapore/,,DOWNTOWN CORE,North Bridge Road,22.10 - 28.71,2,"#retail, #shopping"
Velo Velo Singapore,clothing_store,1.3595922,103.8338723,,Sin Ming Lane,https://www.velovelocycle.com/,,BISHAN,Sin Ming Lane,23.42 - 33.34,2,"#retail, #shopping"
Giordano,clothing_store,1.3725796,103.9495128,Giordano,Pasir Ris Central Street 3,https://www.giordano.com.sg/,6565137270,PASIR RIS,Pasir Ris Central Street 3,12.62 - 19.32,4,"#retail, #shopping"
Dakshaini Silks,clothing_store,1.3065016,103.8524772,,Upper Dickson Road,https://dakshainisilk.com/,6562919969,ROCHOR,Upper Dickson Road,10.57 - 18.12,5,"#retail, #shopping"
Dhawal's,clothing_store,1.3065323,103.8524065,,Upper Dickson Road,,,ROCHOR,Upper Dickson Road,21.49 - 27.90,3,"#retail, #shopping"
,clothing_store,1.284613,103.8323998,,Seng Poh Road,,,BUKIT MERAH,Seng Poh Road,13.84 - 22.95,4,"#retail, #shopping"
Young Studio,clothing_store,1.2843072,103.8511428,Young Studio,Raffles Place,https://youngstudio.sg/,,DOWNTOWN CORE,Raffles Place,28.56 - 34.03,1,"#retail, #shopping"
Zegna,clothing_store,1.3038771,103.8356467,Zegna,Orchard Road Paragon,https://www.zegna.com/sg-en/home.html,+65 67358147,ORCHARD,Orchard Road Paragon,15.57 - 25.25,4,"#retail, #shopping"
Puma,clothing_store,1.3012038,103.8386087,Puma,Orchard Road 313 Somerset,https://sg.puma.com/,+65 65091015,ORCHARD,Orchard Road 313 Somerset,12.23 - 17.72,2,"#retail, #shopping"
Vico Bridal,clothing_store,1.3433256,103.8851591,Vico Bridal,New Industrial Road,,+65 89426119,HOUGANG,New Industrial Road,12.92 - 21.16,5,"#retail, #shopping"
Killaz,clothing_store,1.3052776,103.8570723,,Jalan Besar,,,ROCHOR,Jalan Besar,26.77 - 32.22,3,"#retail, #shopping"
Wellie Batik Fashions,clothing_store,1.3104761,103.7955037,,Holland Avenue,,6591715662,QUEENSTOWN,Holland Avenue,28.69 - 36.16,4,"#retail, #shopping"
Singapore Ixora,clothing_store,1.3225904,103.8143981,,Cluny Court,,+65 8189 5609,TANGLIN,Cluny Court,14.29 - 19.85,1,"#retail, #shopping"
Pas Normal Studios Singapore,clothing_store,1.2912519,103.8504461,Pas Normal Studios,North Bridge Road,https://pasnormalstudios.com/pages/singapore,,DOWNTOWN CORE,North Bridge Road,24.08 - 31.24,3,"#retail, #shopping"
Refash,clothing_store,1.2735669,103.8016086,,Alexandra Road,,,QUEENSTOWN,Alexandra Road,19.84 - 28.60,1,"#retail, #shopping"
Kawata,clothing_store,1.2736531,103.8016299,,Alexandra Road,,,QUEENSTOWN,Alexandra Road,20.29 - 28.11,4,"#retail, #shopping"
Ricoamona Bridal,clothing_store,1.2876075,103.847516,,Hong Kong Street,,,SINGAPORE RIVER,Hong Kong Street,29.22 - 35.08,4,"#retail, #shopping"
ANTA,clothing_store,1.3734133,103.9485081,,Pasir Ris Central,,+65 6513 8578,PASIR RIS,Pasir Ris Central,11.74 - 18.25,4,"#retail, #shopping"
Beyond 9 to 5,clothing_store,1.3737955,103.9486583,,Pasir Ris Central,,,PASIR RIS,Pasir Ris Central,21.90 - 29.96,3,"#retail, #shopping"
LALU,clothing_store,1.3738979,103.9486685,,Pasir Ris Central,https://iora.online/sg,+65 6908 0388,PASIR RIS,Pasir Ris Central,14.94 - 20.82,5,"#retail, #shopping"
Pierre Cardin Lingerie & Energized,clothing_store,1.373394,103.9487063,,Pasir Ris Central,https://pierrecardinlingerie.com/,+65 6592 9211,PASIR RIS,Pasir Ris Central,18.72 - 25.33,2,"#retail, #shopping"
The Underground,clothing_store,1.3734948,103.9485147,,Pasir Ris Central,,,PASIR RIS,Pasir Ris Central,20.17 - 29.68,3,"#retail, #shopping"
Uniqlo,clothing_store,1.3740297,103.9488509,Uniqlo,Pasir Ris Central,https://www.uniqlo.com/sg/en/,+65 6803 8290,PASIR RIS,Pasir Ris Central,12.53 - 18.09,4,"#retail, #shopping"
Young Hearts,clothing_store,1.3734856,103.9487662,,Pasir Ris Central,,+65 6592 8794,PASIR RIS,Pasir Ris Central,25.85 - 30.88,5,"#retail, #shopping"
Snooze,clothing_store,1.3024915,103.858109,,Arab Street,,,ROCHOR,Arab Street,13.09 - 20.44,3,"#retail, #shopping"
Dream Works Wedding Dress Studio,clothing_store,1.3043895,103.8602864,,Jalan Sultan,,,ROCHOR,Jalan Sultan,16.56 - 24.24,2,"#retail, #shopping"
Refash,clothing_store,1.2993151,103.8553566,,Victoria Street,,,DOWNTOWN CORE,Victoria Street,10.16 - 16.03,4,"#retail, #shopping"
JUBA,clothing_store,1.2891361,103.8470098,,Clarke Quay Central,,,SINGAPORE RIVER,Clarke Quay Central,27.12 - 35.74,1,"#retail, #shopping"
Monoloq,clothing_store,1.2892194,103.8467539,,Clarke Quay Central,,,SINGAPORE RIVER,Clarke Quay Central,16.02 - 24.36,3,"#retail, #shopping"
Refash,clothing_store,1.3343009,103.7426517,,Westgate,,,JURONG EAST,Westgate,15.35 - 22.64,4,"#retail, #shopping"
Tommy Hilfiger,clothing_store,1.3345248,103.7430188,Tommy Hilfiger,Westgate,,,JURONG EAST,Westgate,15.20 - 21.22,4,"#retail, #shopping"
Levi's,clothing_store,1.4294067,103.8364067,Levi's,Northpoint City,,,YISHUN,Northpoint City,28.95 - 35.07,2,"#retail, #shopping"
G2000,clothing_store,1.317714,103.89274,,PLQ Mall,,,GEYLANG,PLQ Mall,12.25 - 20.92,4,"#retail, #shopping"
TRT,clothing_store,1.3174638,103.8929499,,PLQ Mall,,,GEYLANG,PLQ Mall,22.94 - 31.51,5,"#retail, #shopping"
G2000,clothing_store,1.3541003,103.9449858,,Tampines 1,,,TAMPINES,Tampines 1,13.96 - 23.60,1,"#retail, #shopping"
"Love, Bonito",clothing_store,1.3542612,103.9452082,,Tampines 1,,,TAMPINES,Tampines 1,10.32 - 20.21,4,"#retail, #shopping"
Playdress,clothing_store,1.3542904,103.945171,,Tampines 1,,,TAMPINES,Tampines 1,17.56 - 26.86,1,"#retail, #shopping"
Refash,clothing_store,1.3542874,103.9451479,,Tampines 1,,,TAMPINES,Tampines 1,13.00 - 18.92,4,"#retail, #shopping"
The Closet Lover,clothing_store,1.354215,103.945169,,Tampines 1,,,TAMPINES,Tampines 1,17.48 - 26.42,4,"#retail, #shopping"
The Editor's Market,clothing_store,1.3542451,103.9451358,,Tampines 1,,,TAMPINES,Tampines 1,22.30 - 29.40,3,"#retail, #shopping"
Bega,clothing_store,1.3524224,103.9438903,,Century Square,,,TAMPINES,Century Square,23.42 - 30.54,5,"#retail, #shopping"
Giordano,clothing_store,1.3735351,103.9485611,Giordano,Pasir Ris Central,https://www.giordano.com.sg/,,PASIR RIS,Pasir Ris Central,17.36 - 26.69,4,"#retail, #shopping"
Bega,clothing_store,1.372522,103.9494609,,Pasir Ris Central Street 3,https://www.bega.com.sg/,+65 6241 8849,PASIR RIS,Pasir Ris Central Street 3,21.94 - 31.58,3,"#retail, #shopping"
Crocodile,clothing_store,1.372303,103.9495129,,Pasir Ris Central Street 3,https://www.crocodileinternational.com/,,PASIR RIS,Pasir Ris Central Street 3,10.37 - 19.79,5,"#retail, #shopping"
Sorella,clothing_store,1.3725968,103.9496151,,Pasir Ris Central Street 3,https://www.sorella-lingerie.com/,+65 6384 6078,PASIR RIS,Pasir Ris Central Street 3,12.37 - 22.25,4,"#retail, #shopping"
Surfers Paradise,clothing_store,1.3722927,103.9495475,,Pasir Ris Central Street 3,https://surfersparadise.com.sg/,,PASIR RIS,Pasir Ris Central Street 3,27.41 - 36.25,4,"#retail, #shopping"
Tokyo Zone 1945,clothing_store,1.3725112,103.9496252,,Pasir Ris Central Street 3,https://www.whitesands.com.sg/content/frasersexperience/ws/en/stores/tokyo-zone-1945.html,+65 6784 3879,PASIR RIS,Pasir Ris Central Street 3,17.63 - 26.21,1,"#retail, #shopping"
Vita Fashion,clothing_store,1.3073566,103.852165,,Serangoon Road,,,ROCHOR,Serangoon Road,21.80 - 27.73,4,"#retail, #shopping"
Classik M,clothing_store,1.307439,103.8522192,,Serangoon Road,,,ROCHOR,Serangoon Road,18.25 - 24.41,2,"#retail, #shopping"
Aladdin's,clothing_store,1.3074947,103.8522559,,Serangoon Road,,,ROCHOR,Serangoon Road,23.37 - 29.24,1,"#retail, #shopping"
Ragan Video & Fashion,clothing_store,1.3073573,103.8525889,,Serangoon Road,,,ROCHOR,Serangoon Road,11.87 - 21.06,5,"#retail, #shopping"
J & J,clothing_store,1.3074679,103.8526541,,Serangoon Road,,,ROCHOR,Serangoon Road,10.52 - 18.76,4,"#retail, #shopping"
,clothing_store,1.3009107,103.8592625,,Arab Street,,,ROCHOR,Arab Street,18.92 - 26.46,4,"#retail, #shopping"
Disa's Fashion,clothing_store,1.3085581,103.8533533,,Serangoon Road,,,ROCHOR,Serangoon Road,12.67 - 19.13,2,"#retail, #shopping"
Chong AIK,clothing_store,1.3091721,103.8547146,,Desker Road,http://www.chongaik.com/,,ROCHOR,Desker Road,25.12 - 31.67,5,"#retail, #shopping"
Chong AIK,clothing_store,1.3092888,103.8551283,,Desker Road,http://www.chongaik.com/,,ROCHOR,Desker Road,14.64 - 23.57,4,"#retail, #shopping"
Nana & Bird,clothing_store,1.2823461,103.8303974,,Yong Siak Street,,,BUKIT MERAH,Yong Siak Street,19.29 - 25.01,5,"#retail, #shopping"
Cotton On,clothing_store,1.3010071,103.9056701,Cotton On,"80 Marine Parade Rd, Parkway Parade",,,MARINE PARADE,80 Marine Parade Rd,16.02 - 21.89,4,"#retail, #shopping"
Michael Trio,jewelry_store,1.2775969,103.8437183,,Tanjong Pagar Road,https://www.michaeltrio.com/,+65 6299 0110,OUTRAM,Tanjong Pagar Road,13.77 - 23.65,3,"#retail, #shopping"
Chakra,jewelry_store,1.2785956,103.8437938,,Tanjong Pagar Road,http://chakradiamonds.com/,+65 6222 2688,OUTRAM,Tanjong Pagar Road,13.97 - 22.19,5,"#retail, #shopping"
Vivo Diamonds,jewelry_store,1.2784567,103.8439393,,Tanjong Pagar Road,https://www.vivodiamonds.com/,+65 6836 3789,OUTRAM,Tanjong Pagar Road,19.09 - 26.43,1,"#retail, #shopping"
Beads etc,jewelry_store,1.3010039,103.8389151,,Orchard Road,,,ORCHARD,Orchard Road,20.56 - 27.59,4,"#retail, #shopping"
1st Jewellery,jewelry_store,1.3122859,103.8779112,,Geylang Road,,,GEYLANG,Geylang Road,15.20 - 24.53,4,"#retail, #shopping"
Kedai Emas Kampong Melayu,jewelry_store,1.3150425,103.8982985,,Joo Chiat Road,,,GEYLANG,Joo Chiat Road,28.53 - 38.20,4,"#retail, #shopping"
Diamond Industries,jewelry_store,1.3244117,103.8093905,,Bukit Timah Road,,,BUKIT TIMAH,Bukit Timah Road,19.84 - 25.33,1,"#retail, #shopping"
,jewelry_store,1.2832689,103.846005,,South Bridge Road,,,OUTRAM,South Bridge Road,16.47 - 23.14,5,"#luxury, #shopping"
Chan Foon Jade & Jewellery,jewelry_store,1.2824838,103.8455343,,South Bridge Road,,,OUTRAM,South Bridge Road,13.63 - 21.57,4,"#retail, #shopping"
On Cheong,jewelry_store,1.2823636,103.845468,,South Bridge Road,,,OUTRAM,South Bridge Road,19.81 - 24.92,4,"#retail, #shopping"
Jewellery City Co. Pte Ltd,jewelry_store,1.2908759,103.8255655,,Delta Road,,,BUKIT MERAH,Delta Road,14.73 - 20.77,4,"#retail, #shopping"
Autium Jewellery,jewelry_store,1.296158,103.8303068,,Hoot Kiam Road,,,RIVER VALLEY,Hoot Kiam Road,16.72 - 23.99,4,"#retail, #shopping"
Meena,jewelry_store,1.306551,103.8519307,,Serangoon Road,,,ROCHOR,Serangoon Road,29.27 - 38.78,4,"#retail, #shopping"
MKM,jewelry_store,1.3067301,103.8521038,,Serangoon Road,,,ROCHOR,Serangoon Road,14.62 - 22.76,2,"#retail, #shopping"
A. R. Jewellers,jewelry_store,1.3070439,103.8523106,,Serangoon Road,,,ROCHOR,Serangoon Road,10.49 - 19.22,5,"#retail, #shopping"
Gold & Silver,jewelry_store,1.2989504,103.8466044,,Orchard Road,,,MUSEUM,Orchard Road,18.38 - 24.56,4,"#retail, #shopping"
Merlin Goldsmith,jewelry_store,1.3064609,103.8516566,,Serangoon Road,,,ROCHOR,Serangoon Road,17.97 - 27.60,5,"#luxury, #shopping"
Satya Jewellery,jewelry_store,1.3065469,103.8517114,,Serangoon Road,,,ROCHOR,Serangoon Road,18.93 - 24.96,3,"#retail, #shopping"
Abbirame,jewelry_store,1.3070902,103.8521312,,Serangoon Road,,,ROCHOR,Serangoon Road,18.54 - 27.70,3,"#retail, #shopping"
Cartier,jewelry_store,1.3026815,103.8347892,Cartier,Orchard Road,,,ORCHARD,Orchard Road,14.99 - 22.22,4,"#retail, #shopping"
Swarovski,jewelry_store,1.3013554,103.838299,Swarovski,Orchard Road 313 Somerset,https://www.swarovski.com/,+65 89404336,ORCHARD,Orchard Road 313 Somerset,16.51 - 21.61,5,"#luxury, #shopping"
MB Jewellery,jewelry_store,1.3067677,103.82903,,Orchard Road,,,ORCHARD,Orchard Road,14.70 - 20.40,5,"#retail, #shopping"
,jewelry_store,1.3073304,103.8506711,,Kerbau Road,,,ROCHOR,Kerbau Road,22.72 - 28.12,1,"#retail, #shopping"
Aladdin's,jewelry_store,1.3064839,103.8525095,,Upper Dickson Road,,,ROCHOR,Upper Dickson Road,13.28 - 20.17,5,"#retail, #shopping"
BullionStar,jewelry_store,1.2882952,103.847127,,New Bridge Road,https://www.bullionstar.com,+65 6284 4653,SINGAPORE RIVER,New Bridge Road,19.11 - 26.38,1,"#retail, #shopping"
Anemani,jewelry_store,1.3068607,103.8518943,,Serangoon Road,,,ROCHOR,Serangoon Road,13.27 - 19.70,1,"#retail, #shopping"
Poh Kim Diamond & Gem,jewelry_store,1.2808083,103.8224616,,Lower Delta Road,,,BUKIT MERAH,Lower Delta Road,14.49 - 20.34,1,"#retail, #shopping"
Creative Jewellery Studio (CJS),jewelry_store,1.2989381,103.8530949,,Middle Road,https://creativejewellerystudio.com,6562215253,ROCHOR,Middle Road,11.79 - 20.33,1,"#luxury, #shopping"
Ani Mani,jewelry_store,1.3064263,103.8516285,,Serangoon Road,,,ROCHOR,Serangoon Road,22.81 - 30.67,1,"#retail, #shopping"
Goldheart Jewelry,jewelry_store,1.3733849,103.9485802,,Pasir Ris Central,https://shop.goldheart.com/,+65 6968 6205,PASIR RIS,Pasir Ris Central,17.71 - 25.10,2,"#retail, #shopping"
SK Jewellery,jewelry_store,1.3735746,103.9486414,,Pasir Ris Central,https://www.skjewellery.com/,+65 6357 2933,PASIR RIS,Pasir Ris Central,11.71 - 19.74,2,"#retail, #shopping"
GMT Jewellers,jewelry_store,1.306353,103.8518973,,Serangoon Road;Dunlop Street,,,ROCHOR,Serangoon Road;Dunlop Street,24.50 - 31.16,5,"#retail, #shopping"
Ishtara,jewelry_store,1.3072255,103.8520788,,Serangoon Road,,,ROCHOR,Serangoon Road,11.73 - 21.25,5,"#retail, #shopping"
Soon Huat Goldsmith,jewelry_store,1.3071499,103.8524758,,Serangoon Road,,,ROCHOR,Serangoon Road,23.84 - 32.58,4,"#retail, #shopping"
Selvasegara,jewelry_store,1.3071928,103.8524921,,Serangoon Road,,,ROCHOR,Serangoon Road,17.22 - 26.74,2,"#retail, #shopping"
RST,jewelry_store,1.3073934,103.8521892,,Serangoon Road,,,ROCHOR,Serangoon Road,21.71 - 29.34,3,"#luxury, #shopping"
Arthesdam,jewelry_store,1.3075439,103.8522882,,Serangoon Road,,,ROCHOR,Serangoon Road,28.87 - 36.91,2,"#retail, #shopping"
GRT,jewelry_store,1.3076361,103.8523489,,Serangoon Road,,,ROCHOR,Serangoon Road,21.39 - 26.91,1,"#retail, #shopping"
Kamala Jewellers,jewelry_store,1.3062692,103.851506,,Serangoon Road,,,ROCHOR,Serangoon Road,10.14 - 18.62,2,"#retail, #shopping"
Golden Villa,jewelry_store,1.3063331,103.8515525,,Serangoon Road,,,ROCHOR,Serangoon Road,18.90 - 28.15,1,"#retail, #shopping"
Abiraame,jewelry_store,1.3063626,103.8515741,,Serangoon Road,,,ROCHOR,Serangoon Road,27.38 - 33.26,1,"#retail, #shopping"
Chennai,jewelry_store,1.3063906,103.8515943,,Serangoon Road,,,ROCHOR,Serangoon Road,19.49 - 25.82,3,"#retail, #shopping"
Alka,jewelry_store,1.3065266,103.8516479,,Serangoon Road,,,ROCHOR,Serangoon Road,12.27 - 19.94,4,"#retail, #shopping"
Abiraame,jewelry_store,1.3067932,103.8518476,,Serangoon Road,,,ROCHOR,Serangoon Road,26.63 - 31.79,2,"#retail, #shopping"
Kamala Jewellers,jewelry_store,1.3068932,103.8518404,,Serangoon Road,,,ROCHOR,Serangoon Road,13.31 - 20.07,1,"#retail, #shopping"
Arthesdam,jewelry_store,1.3069256,103.8518684,,Serangoon Road,,,ROCHOR,Serangoon Road,13.09 - 22.52,2,"#retail, #shopping"
Malabar,jewelry_store,1.307078,103.8519816,,Serangoon Road,,,ROCHOR,Serangoon Road,13.34 - 18.88,4,"#retail, #shopping"
Malabar,jewelry_store,1.309888,103.8551067,,Syed Alwi Road,,,ROCHOR,Syed Alwi Road,11.26 - 16.40,4,"#retail, #shopping"
Joyalukkas,jewelry_store,1.3124157,103.8561334,,Serangoon Road,,,KALLANG,Serangoon Road,26.77 - 34.06,1,"#retail, #shopping"
Books Kinokuniya Bugis Junction Store,bookstore,1.299605,103.8554852,Kinokuniya,Victoria Street,https://www.kinokuniya.com.sg/,+65 6339 1790,DOWNTOWN CORE,Victoria Street,20.17 - 25.17,4,"#general, #local"
Kinokuniya,bookstore,1.3031381,103.8340384,,Orchard Road,https://www.kinokuniya.com.sg/,+65 6737 5021,ORCHARD,Orchard Road,26.31 - 35.79,3,"#general, #local"
Wonderific Comics,bookstore,1.3102732,103.7954323,,Holland Avenue,,,QUEENSTOWN,Holland Avenue,13.62 - 20.86,3,"#general, #local"
Popular,bookstore,1.3387585,103.7787493,,Jalan Anak Bukit,https://www.popular.com.sg/,+65 64682663,BUKIT TIMAH,Jalan Anak Bukit,24.40 - 31.18,5,"#general, #local"
Katong Catholic Book Centre,bookstore,1.3068188,103.9064897,,East Coast Road,,,MARINE PARADE,East Coast Road,22.01 - 30.86,3,"#general, #local"
Seng Yew Book Store,bookstore,1.3120349,103.9050257,,Koon Seng Road,,,MARINE PARADE,Koon Seng Road,19.19 - 25.64,5,"#general, #local"
Popular,bookstore,1.3923982,103.8951571,Popular,Sengkang Square,https://www.popular.com.sg/,+65 6514 6998,SENGKANG,Sengkang Square,20.30 - 29.46,5,"#general, #local"
Wardah Books,bookstore,1.301666,103.85951,,Bussorah Street,,,ROCHOR,Bussorah Street,12.39 - 19.05,1,"#general, #local"
NUS Co-op,bookstore,1.3190126,103.8167708,NUS Co-op,Bukit Timah Road,,+65 6762 7671,TANGLIN,Bukit Timah Road,26.83 - 36.65,5,"#general, #local"
Popular,bookstore,1.3505158,103.8722286,Popular,Serangoon Central,https://www.popular.com.sg/,+65 6514 6718,SERANGOON,Serangoon Central,16.14 - 25.95,1,"#general, #local"
Popular,bookstore,1.2645912,103.8210569,Popular,Harbourfront Walk,https://www.popular.com.sg/,+65 6215 0107,BUKIT MERAH,Harbourfront Walk,21.11 - 31.04,3,"#general, #local"
Epigram Books,bookstore,1.3429897,103.8459426,,Toa Payoh North,https://shop.epigrambooks.sg/,+65 6292 4456,TOA PAYOH,Toa Payoh North,25.43 - 33.58,3,"#general, #local"
Basheer Graphic Books,bookstore,1.2966377,103.8536159,,Bain Street,https://www.basheergraphic.com/,+65 6336 0810,DOWNTOWN CORE,Bain Street,26.19 - 35.52,2,"#general, #local"
Littered with Books,bookstore,1.2795649,103.8434372,,Duxton Road,http://www.litteredwithbooks.com/,+65 6220 6824,OUTRAM,Duxton Road,14.56 - 23.49,2,"#general, #local"
The Moon,bookstore,1.2838124,103.8450699,,Mosque Street,https://www.themoon.com.sg/,,OUTRAM,Mosque Street,20.67 - 30.45,3,"#general, #local"
Maha Yu Yi,bookstore,1.2967212,103.8539554,,Bain Street,,,DOWNTOWN CORE,Bain Street,28.05 - 36.49,2,"#general, #local"
Popular,bookstore,1.3525113,103.9446213,Popular,Tampines Central 5,https://www.popular.com.sg/,+65 6788 7091,TAMPINES,Tampines Central 5,20.27 - 27.49,3,"#general, #local"
Popular,bookstore,1.3724087,103.9493453,Popular,Pasir Ris Central Street 3,https://www.popular.com.sg/,+65 6385 6598,PASIR RIS,Pasir Ris Central Street 3,23.39 - 32.25,2,"#general, #local"
Popular,bookstore,1.3501745,103.7493863,,Bukit Batok Central Link,https://www.popular.com.sg/,+65 6513 8002,BUKIT BATOK,Bukit Batok Central Link,14.18 - 20.74,1,"#general, #local"
Pacific Bookstores,bookstore,1.307448,103.7985748,Pacific Bookstores,Jalan Hitam Manis,https://www.pacificbookstores.com/,,BUKIT TIMAH,Jalan Hitam Manis,13.06 - 18.87,5,"#general, #local"
MPH,bookstore,1.3190391,103.8942312,,Eunos Road 8,https://mphonline.com/,+65 6741 4071,GEYLANG,Eunos Road 8,15.61 - 21.04,1,"#general, #local"
Popular,bookstore,1.3176946,103.8926952,Popular,Paya Lebar Road,https://www.popular.com.sg/,+65 6970 1776,GEYLANG,Paya Lebar Road,15.36 - 21.13,4,"#general, #local"
